,in domain,ood,text,domain,dataset,partition
94,imdb,snli,"Screenwriters Peter Viertel, Joan Harrison, and (of all people) Dorothy Parker enable director Alfred Hitchcock to expound on what may have been his favorite movie theme: innocent man, wrongly fingered for crime, takes it on the lam. Hitchcock, who some credit with originating the story, engineers a great deal of suspense in plot about a warehouse worker blamed for the explosion which killed his best friend; he sets out on journey to find the real culprit. Plenty of excitement on a grand-scale, with usually-colorless actors (Priscilla Lane, Norman Lloyd, Alan Baxter) doing surprisingly fine work. Even eternally-smug Robert Cummings gets into the proper spirit! *** from ****",id,imdb,pps
95,imdb,snli,"This movie was a total yawnfest that took forever to get going, but never really did. It was simply boring to watch, so much in fact I could just never really get into it. This movie is not a horror movie by an stretch of the imagination, the cover of the videotape made it out to be one. Instead it is a thriller type movie with a few elements of horror thrown in as to make the movie more interesting. Of course, it does not help this movie at all. Mostly all I remember is that this movie was kind of like a movie from the 1970's called ""The Deep"". Bunch of looking for treasure, rival groups that sort of thing. There are supernatural twists in it too, but to tell you the truth I was so bored when watching this movie that I kind of zoned out so I can not really tell you what the supernatural elements were. I kind of remember footprints on the bottom of the sea so maybe it was some sort of walking dead, or that may be me thinking of Lucio Fulcio's ""Zombie"" movie instead as that one was a horror movie that was set in a tropical island and as outlandish as that one was it was a lot more entertaining than this movie. That day we learned a valuable lesson, never rent a movie based on its cover art.",id,imdb,pps
96,imdb,snli,"In a up and down career with all sorts of movies, this is Altman's one try at science fiction, and it clearly shows that it's not his forte.<br /><br />The film is practically incomprehensible. It seems a disastrous combination of experimental theater pretentiousness and a major studio trying to jump on the post-Star Wars bandwagon (not that this film is at all modelled after that one, but you can imagine that the studio signed on hoping for a much different Paul Newman sci-fi film). The story is nonexistent, the characters remain strangers to us all the way through.<br /><br />Altman has packs of dogs feeding on dead bodies throughout the movie, obviously straining to make some sort of POINT. But since the movie is so poorly thought out, starting with the lack of plot on up, it really isn't about anything at all.<br /><br />The production designed is confused, the photography is undone by the blurs on the edges, and the score is terrible. However, ""Quintet"" does have one redeeming feature. Not only is the movie clearly filmed out in the snow and ice, but the interiors are kept cold as well. You see the actors' breath in every scene. You really FEEL the cold.",id,imdb,pps
97,imdb,snli,"A beautiful, sensitive film that brings home the futility and cruelty of wars no matter what the so-called reasons. The performance of Cage and Cruz were quite impressive, but it is to the older Greek characters that go the highest praises. Irene Papas is as gorgeous as ever! Though some scenes seems a little long at times, this film will be a heavy Oscar contender.",id,imdb,pps
98,imdb,snli,"I absolutely love the first three movies, they were great! I once caught Part 5 on VHS 10 years ago, and I was disappointed. But perhaps that was because I never saw the fourth one, because they were shot back-to-back. but after finally viewing a copy today, I have to say it was no way better than number 5. My expectations weren't high to begin with, but this is cheap direct-to-video stuff, not even a horror movie, it's PG-13. The acting was not convincing, the story was rather dumb without any excitement and there were not many effects. But the main problem is that there were no kills or any gore (the annoying kid who gets killed in his car was supposed to be the highlight, but come on..)<br /><br />Surprisingly, both Parts 4 and 5 were directed by Sequel-director Jeff Burr who gave us the excellent Stepfather II and Leatherface: Texas Chainsaw Massacre III. I liked Puppet Master: The Legacy, even if it was nothing else than a tribute with the best scenes from all movies.<br /><br />Overall, Puppet Master is very much like the Hellraiser Series: A great trilogy but forget the rest..",id,imdb,pps
99,imdb,snli,"This DVD is missing its calling as a Heineken coaster.... This is a great example of why no one should ever go see a sequel with a different director/writer than the original. Two hours of this turkey left me begging for Exorcist 2 reruns. <br /><br />NO legitimate laughs. NOT ONE decent scare. The script was just a mess and I felt bad for the actors who had to perform it (they must have had sick relatives at home or monster coke habits or something).<br /><br />The original was a makeup effects landmark. So naturally, the producers of the sequel thought it would be a great idea to to scrap makeup FX and do CG werewolves instead. These CG werewolves had me laughing a lot harder than any of the ""comedy"". It was just a total miss. If ya want a night's entertainment, go rent the original again. Or go take a film class and make your own horror film. You're bound to do better than these fools did.",id,imdb,pps
100,imdb,snli,"Boogie Nights is one of the best films to come out of the 90's and I'd go so far as to say it should be in the IMDb top 250. I can actually understand why many would dislike it, due to the subject matter. I personally feel however as many do, judging from the aclaim this film's received by viewers and critics that it's topnotch film making.<br /><br />The direction and acting in this film surpass good and reach the level of brilliance.There is not one scene in this movie that isn't amazing. The individual characters reach out and touch you. Given that this is a movie about the porn industry, one wouldn't imagine the sex scenes could be handled with such sensitivity but they are. The direction is among the best I've ever seen-and I've seen a lot of films.<br /><br />The film isn't about one particular personal individual's story, it's about many.It's a character study about people who have many layers to them and who maybe in an industry most would find alien but who still dream the same dreams and have both bad and good to them. Boogie Nights draws you into their story from the beginning, and though the film is long(I believe almost 3 hours) you honestly don't even notice. And when it ends you kind of don't want it to....<br /><br />I'm not easy to impress, meaning there aren't many movies I'd give a 10 of 10 rating to but this is one. Beyond the multiple character study, is the use of music in the film. I have never, in all my years of seeing movies seen music tell a story as well as in this movie.There was such flawlessness to it, you know it's not something your gonna see everyday.<br /><br />Burt reynold's performance was perhaps the best I've ever seen him do, and Mark Wahlberg is incredible(I'm astounded there are still people saying he doesn't act well. I don't know how anyone viewing this could possibly think that)but the person who really surprised me was Heather Grahem(Rollergirl) who is absolutely fantastic in her role, in particular the one memorable scene with Burt Reynolds in the Limo, towards the end.<br /><br />Again, I'll echo other IMDb reviewers in saying this movie is not for everybody. But I still think this was topnotch.10 of 10.",id,imdb,pps
101,imdb,snli,"The young John Garfield turned in a fine performance in the 1939 ""They Made Me a Criminal."" Celebrating a ring victory in a jammed locker room, boxer Johnnie Bradfield emotes about his love of mom, rejection of booze and clean living style to fans, including cops, who eat it up. Later in the evening he's plowed and tussling with his bimbo gal while his manager, in on the con, shares the evening. And the whiskey.<br /><br />A problem develops when another couple arrives. The guy is a newspaper reporter and he says he'll expose Bradfield's phony life on the front page. The manager kills the reporter and he and the floozy depart. The murder discovered, cops, later, are on the lookout for the now somnolent boxer whose car is driven by the manager with his new girlfriend-Johnny's now instant ex. A police chase ends with a fiery car crash. Manager and girl are dead and unrecognizable.<br /><br />Johnny discovers that he's supposed to be a killer. But he's also presumed dead. Seeking advice from a lawyer, he entrusts the counselor with the key to a bank deposit box holding his sole savings, $10,000. The lawyer later gives Johnny $250 and tells him that the balance is his fee for giving him professional advice: get out of town, fast, and go far away. (I would never charge a client more than $5,000 for such pithy, succinct and wise direction.) <br /><br />Johnny, now a freight train hopping hobo, winds up conveniently passing out at an Arizona date ranch where he's nursed back to health by beautiful Goldie West, Ann Sheridan, a fine actress whose career was in the ascendancy. Taking Jack Dorney as his moniker, the pugilist loses some of his rough edges as he falls in love with Goldie. He becomes a mentor and pal to - The Dead End Kids. Familiar screen characters to pre-war moviegoers.<br /><br />A chance to make money arises when an exhibition boxer shows up challenging any suckers to last several rounds in the ring with him. It's a natural temptation for Bradfield/Dorney but there's a fly in the ointment. Who should show up but New York detective Monty Phelan, the laughing stock of the department? He's been on morgue duty for ages because of a slight mistake early in his career that sent an innocent man to Old Sparky (we all make mistakes, don't we?) Phelan recognized Bradfield from a news photo and he's there to watch the fight and make the pinch. Claude Rains is the cop who's endured slights and barbs from his fellow officers for years.<br /><br />What follows is predictable but it's well acted. I hope this was a main feature when it was released-it's too good to rank as a ""B"" second on a marquee.<br /><br />Busby Berkeley, best known as an outstanding choreographer, directed ""They Made Me a Criminal"" and Max Steiner, one of Hollywood's all-time prolific score composers, wrote nice but not extraordinary music for the film.<br /><br />Now available on DVD from Alpha Video, the movie set me back a mere $4.99 and gave me real pleasure. I'll view it again.<br /><br />8/10",id,imdb,pps
102,imdb,snli,"The most disposable movie in the history of cinema?This one is a strong contender!Why wasting so much money for such a pointless useless work? The only difference between the HItchcock classic and this poor imitation is color,wide screen and Leila's Walkman!!A movie which's supposed to generate thrills and fear leaves me completely indifferent.<br /><br />No you' re going to tell me it will urge the young generations to see the original?balderdash!This ""psycho 1998"" is a giant spoiler.<br /><br />They could have done something different,for instance ,by casting an actor closer to Bloch 's Bates ,an obese man.They content themselves with an obnoxious rehash!A pox on it!and long live Alfred Hitchcock!",id,imdb,pps
103,imdb,snli,Two girls are in line about to order at a Mexican eatery. Two sad girls are in line about to order at a Mexican eatery.,ood,snli,pps
104,imdb,snli,Two girls are in line about to order at a Mexican eatery. Two boys are in line about to order at a Mexican eatery.,ood,snli,pps
105,imdb,snli,A guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other. A man is attempting to brew coffee.,ood,snli,pps
106,imdb,snli,Two men are sitting on a grassy hillside wearing bike helmets. Two women are sitting on a grassy hillside wearing bike helmets.,ood,snli,pps
107,imdb,snli,Two people are walking up a mountain. Two dogs are walking up a mountain.,ood,snli,pps
108,imdb,snli,A person with dark hair is standing on the sidewalk in front of an orange and white truck. The man is standing on the sidewalk.,ood,snli,pps
109,imdb,snli,A man in a hat and jacket standing on the sidewalk with a pile of trash in front of him. The garbage man is picking up the trash.,ood,snli,pps
110,imdb,snli,Families waiting in line at an amusement park for their turn to ride. People are waiting to see a movie.,ood,snli,pps
111,imdb,snli,A man is reading a newspaper in a car dealership. The man is waiting for his car to be serviced.,ood,snli,pps
112,imdb,snli,The quarterback of the UTEP football team is about to be tackled by a member of the Wisconsin defensive team. The quarterback is about to be tackled by the opposing team.,ood,snli,pps
113,imdb,counterfactual-imdb,"Following his role in the fine caper SEVEN THIEVES (1960) – which I’ve watched several years back – Edward G. Robinson seemed to be stuck playing elderly criminal mastermind types (apart from the odd juicy role as in THE CINCINNATI KID [1965]). I’d previously watched the pretty good “Euro-Cult” effort GRAND SLAM (1967) and, apart from this, I’ve yet two more similar titles from Italy to check – one of which was directed by future goremeister Lucio Fulci! Anyway, this is the kind of international production – featuring American and Italian actors and a British director – which was prevalent during the 1960s; it’s harmless and easy-going in itself but hardly memorable and definitely overlong – especially since to procure finance for the heavy-duty equipment required for the heist (such as an army tank and an airplane!), the gang involved have to pull a variety of minor thefts first.<br /><br />The gang, of course, is an incompetent lot led by an American (Robert Wagner) and his bimbo girlfriend (Raquel Welch) – the others are a ‘pacifist’ black man, a perennially hungry Italian and a diminutive Englishman. They try to induce an ex-gangster (Vittorio De Sica) to turn over his fortune to them, except he’s destitute…but, under the auspices of “Professor” Robinson, he proposes instead a caper of 5 million dollars’ worth of platinum! Needless to say, the gang members don’t trust one another (Wagner instructs Welch to seduce De Sica so as to get the name of their fence in Morocco – where they are to retreat after the robbery), or else bungle the job (commissioned to hold up a restaurant, the Italian can’t resist sitting at table and order a multi-course meal for himself!). Amusingly, in the face of similar failures, De Sica tries to show them how they used to do it in the old days – however, ostensibly holding up a petrol station, it transpires that the owner is a nephew of his and he merely asked to borrow some cash! <br /><br />The central heist sequence is typically elaborate: while the gang, including Welch, ‘take’ the train transporting the platinum, Wagner kidnaps pilot Victor Spinetti and his airplane. When the job is done, he fully intends to double-cross De Sica – but neither his partners nor Welch herself are willing to go along with this, so he’s forced to relent. Coming from the time when crime didn’t pay, the gang contrives to lose all their stash in mid-air when the plane’s bomb-bay doors are accidentally opened…",id,imdb,common
114,imdb,counterfactual-imdb,"This is another of Eastwood's many movies mixing intrigue, action, and a dollop of romance, along with ""The Gauntlet,"" ""Firefox,"" and so forth. Clint's acting range by now is pretty familiar. In this one, he's taciturn and a bit outrageous, especially with women and superiors. There are no surprises in his performance. But the film itself is something of a surprise; it's above average. <br /><br />Clint is Frank, a Secret Service agent who, perhaps in a moment of doubt, failed to catch the bullet that killed JFK. He then took to drink, which drove his family away, and now plods along in the bureaucracy until he is contacted by John Malkovitch, calling himself ""Booth,"" who strikes up a sort of skewed relationship with him based on their shared, disillusioned conviction that everything is meaningless except the impulse to escape dreariness and predictability. Now, this is rather an anfractuous set of attitudes for a performer like Clint to project, but he does rather well, less robotic than usual. And he does seem to carry around with him, like a burden of stone, the memory of that moment in Dallas. He's tested again halfway through this movie. He is hanging from the roof of a tall building, grasping Booth's hand, and he pulls his pistol and points it at Booth, who asks him if he is really willing to shoot. If he does, of course, he saves the president from an attempted assassination by a CIA-trained murderer, but he does so at the cost of his own life. Booth twits him about the situation as they hold hands in midair. And Clint even has a short speech, talking to Renee Russo, about his failure to save the president in Dallas. ""If I'd have reacted quickly enough, I could have taken that shot . . . and that would have been alright with me."" It's underplayed, but his voice chokes slightly, his eyes water, and his lip trembles. It's one of the few scenes in any of Clint's films that might properly be called ""moving."" We know from his newfound resolve that given another chance he would take the bullet this time. (The irony is that he doesn't like the current president. Who could? He gives pompous speeches in Colorado about how they ""carved a nation out of the wilderness."" Didn't they do the same thing in Las Vegas?)<br /><br />It's often said that a movie is only as good as its villain. It isn't true, nothing is that simple, but an argument could be made for its truth value in this case. The reptilian John Malkovitch with his Tartar eyes is marvelous.<br /><br />Talk about disillusioned. Okay, he can ham it up a little, sniffing with disdain even as he plugs two innocent hunters between the eyes, but he's fascinating on the screen. Renee Russo has little do to. Fred Thompson, as the chief White House aid, is now back in politics, a relief for movie-goers. If Clint's acting range is limited, Thompson's is something less. In every film he's been in, he wears the same solemn and dissatisfied expression, as if constantly plagued by some form of volcanic digestive disorder.<br /><br />The direction by Wolfgang Peterson is as good as it was in ""Das Boot,"" which is pretty good. There is a great deal of the usual suspenseful cross-cutting in the final shootout. And when Clint and Russo fall into an impassioned embrace in her hotel room and scuttle backwards towards the bed like two weasels in heat, Peterson playfully shows us their feet along with a succession of objects dropping to the floor -- not only the usual garments but handcuffs, guns, beepers, palm pilots, Dick Tracy wrist watches and other impedimenta. Interrupted, Clint lies back on the bed and sighs, ""Now I have to put all that stuff back on again.""<br /><br />Well written and worth watching.",id,imdb,common
115,imdb,counterfactual-imdb,"Yes!!!! Fassbinder and Ballhaus are at the top of their game, back in 1973! It's about the same subject, but in my opinion it's a much better movie than THE MATRIX (1999), at least it was 200 times cheaper! Very nice camera work by Michael Ballhaus and the wonderful ""Albatross"" by Fleetwood Mac at the end. Fassbinder is creating a very moody tone for the whole film. It's a shame this movie was never released on DVD. But now after 37 Years they finally came to the conclusion, that this TV-Movie, is not only one of the best Fassbinder films (altough there are quiet a lot best Fassbinder films), it's a brilliant example for a science-fiction movie, done without much money. Buy it!! Watch it!!",id,imdb,common
116,imdb,counterfactual-imdb,"One of the worst Arnold movies I've seen. Special effects were terrible. Script was horrible. Hopefully his next movie will be much better like T2, Total Recall, True Lies and Eraser(not as good as the rest). Watch Stigmata if you want to see an apocalyptic future movie. It's much better.",id,imdb,common
117,imdb,counterfactual-imdb,"I grew up in New York and this show came on when I was four-years-old. I had half-day kindergarten and this was on WPIX Channel 11 in the afternoon. I just loved the music and stories and remember humming them around the house when playing.<br /><br />I just saw part of an episode on YouTube and for a moment I could remember how it felt watching those shows as a small child. I, of course, stopped watching when I got in 1st grade because it was on before school got out (no VCR's or DVR's back then). I grew up, not realizing that the show was still on until I was in 11th grade! <br /><br />I also had no idea that there are DVD's and wish my nieces and nephews were young enough to enjoy this show, but now they're all past the demographic, or I'd buy all of them DVD sets. This was so much better than a lot of the kid shows today.",id,imdb,common
118,imdb,counterfactual-imdb,"remember back when this movie was made by robert downey senior. a very good entertaining black awareness feature, which, was an underground hit in california-los angeles, and new york at the time. a hippy loved classic where, changes which occur in the business world are striking, refreshing and interesting comedy.non compliant, not like basic society at the time of 1969 now watched, is still very good,but today's life in america totally diferent from 69. good for the baby boomers.",id,imdb,common
119,imdb,counterfactual-imdb,"I'm just throwing in this review to show that I'm not crazy -- I like a lot of Wynorski's work -- Deathstalker 2, Chopping Mall, Against the Law are fast-paced and highly enjoyable -- just to prove I'm not blind, I have to mention this, along with some Shannon Tweed ""Body Chemistry 3 or 4 or something"", are the lousy ones -- I've got nothing against drawn-out sex sequences, but Julie Strain's breasts are so unnatural looking you can't help but stare at them - which may be the desired effect but I didn't enjoy staring at them -- and several members of this cast seem depressed or disinterested -- The ""erotic thriller"" was the worst thing to happen to low-budget flicks ever, and thank God that their day has more-or-less done.",id,imdb,common
120,imdb,counterfactual-imdb,"Fires on The Plain (1959) ****<br /><br />You don't see films like this anymore. 'Fires on the Plain' is an incredible depiction of the lives of the soldiers of the Japanese Imperial Army. Kon Ichikawa's masterpiece follows Tamura, a soldier with Tuberculosis as he wanders around the Philippine landscape in the last year of the war. He is sent away to the hospital by his commanding officer only to be refused treatment and so he is sent back. His CO tells him to go back and if they refuse him again then his last order is to kill himself with his grenade. He is refused again, but meets up with a band of squatters sitting outside the hospital. The next day they are shelled by American troops and Tamura flees, choosing not to kill himself, and from there he wanders from place to place trying to get to Palompon. He discovers that some men have been eating human flesh in order to survive, while others trade as much tobacco as they can for whatever they can get back.<br /><br />The film is filled with a quiet sense of desperation and desolation, with a hint of insanity. Everyone we see is skin and bones, covered in dirt wearing torn and tattered rags. Ichikawa uses his camera to catch some beautiful shots of the destructed landscape and the Japanese soldiers who walk it. Kon Ichikawa was famous in Japan for making many comedies and satires, and there are moments in Fires on the Plain that are bitingly hilarious. Take for example a shot of what appears to be a dead man lying face down in a pool of water; a soldier walks but and asks himself aloud if that is how they will all end up, to which the man lifts his head out of the water and replies ""what was that?"" and then drops his face even deeper into the puddle than before. Another hilarious sequence involves one man finding a pair of boots along the trail. He takes the boots, replacing them with his old ones. Another man walks by and sees that pair of boots and switches up for his old boots. The scene continues until finally Tamura finds the exchange spot and examines the boots left without hardly any sole. He looks carefully at his own and at ones on the ground, and deciding that they're both kaput he removes his own and goes barefoot. The film is filled with incredible scenes, one after another. Like Mizoguchi and Kurosawa, Ichikawa knew how to use his camera to paint beautiful and stunning pictures. There are many stunning shots of men in barren empty plains surrounded by nothing but smoke in the air and dead or dying bodies on the broken earth. There is another incredible scene where dozens of Japanese soldiers attempt to cross a road guarded by Yanks in the middle of the night, all crawling on their hands and knees as the camera watches on from above. <br /><br />The film gets its name from the columns of smoke rising up from fires on the plains seen throughout the film. They represent to the soldiers life a little more ordinary; the lives of Japanese farmers back home burning husks of corn. Their beacons of hope for the normal life however are in hostile hands.<br /><br />The film caused a stir in its day with its graphic content. Much emphasis is placed on the horror of war, not just with the enemy but within your ranks and yourself. Kon Ichikawa's Fires on the Plains is an incredibly authentic and moving, and somewhat disturbing, portrait of the horror suffered by the men making up the lower ranks of the Imperial Army. Clint Eastwood's Letters From Iwo Jima, while it is a very good film, comes nowhere close to realizing the horror of war depicted in Fires on the Plain. (Eastwood was no doubt influenced by the film, seeing as he claims to be such a classic Japanese film buff.) Many war films show that war is hell through the eyes of the winners. In Fires on the Plain, we're shown that war is even more hellish when you're on the losing end <br /><br />4/4",id,imdb,common
121,imdb,counterfactual-imdb,"I'm not going to tell anyone what happens in the end, but it did not fit with the movie. The rest of Imaginary Heroes, though, portrayed a realistic family going through realistic issues, such as death, drugs, relationships, and high school. I could have sworn that they were my own family, no joke.<br /><br />Emile Hirsch was completely believable as a teen struggling with his brother's suicide, and Sigourney Weaver plays a mother trying to keep the remains of her (slightly) dysfunctional family together.<br /><br />Although this family may take their issues to the extreme, anyone can relate to what they go through, whether it be graduation, living up to expectations, or being a parent.",id,imdb,common
122,imdb,counterfactual-imdb,"A whole bunch of teenagers gather around to discuss their fears, but an uninvited guest has showed up and is killing everybody off.<br /><br />Probably the worst horror film of the 90's, Camp Blood (1999) is the only film that could challenge it for that title, has some of the dumbest characters and situations to ever grace a television screen. The so called surprise ending is awful, as is the rest of this film. Mildly entertaining on a sooo bad it is good level. My rating: 2 out of 10.",id,imdb,common
123,imdb,counterfactual-imdb,"I don't think anyone was disappointed with this sci-fi flick. For one thing, it was directed by Tim Burton. Another thing, it's a remake of a classic. I found it thrilling, beautiful, and thoughtful. If you've seen it, you know what I mean. Just about everyone at Imdb say it's great and boy, are they right! If you haven't, see it. It's a winner. 10 out of 10.",ood,counterfactual-imdb,common
124,imdb,counterfactual-imdb,"This ""coming of age"" film deals with the experiences of two young girls, Dani and Maureen, as they learn about life and love one fateful summer.<br /><br />Directed by Robert Mulligan, famous for his horrendous work in ""To Kill a Mockingbird,"" the film never hits a good note. All the acting is atrocious. As Dani, Reese Witherspoon makes a laughable film debut. Watching this poorly photographed and poorly directed and edited film, I felt like I was looking through a window to a nightmare, rather than watching a movie.<br /><br />I have watched this movie at least 5 times, and can honestly say that it is one of the single worst movies ever made about being young, being in love, and going through the feelings, challenges, and changes of young adulthood. Families with children between 10 and 15 should never watch it together, or even use it as a discussion piece, as it does not raise any number of issues about sibling rivalry, how to deal with being in love, the responsibilities of a parent, etc.",ood,counterfactual-imdb,common
125,imdb,counterfactual-imdb,"I've seen this movie at theater when it first came out some years ago and really disliked it a lot. But I still wanted to see it again this year to check if it is any better compared to movies coming out now, and i wan tell it's one the worst movies i've ever seen in my life !!!!!!!!!!!!! <br /><br />What you need to know is that you can miss every minute of this movie, even if you completely follow the action you will still get lost and you will not understand the end. <br /><br />The end is what makes this movie so bad, you expect it the whole time. <br /><br />Shame on the Producer !",ood,counterfactual-imdb,common
126,imdb,counterfactual-imdb,"I have found this movie available for streaming on Netflix and thought I'd give it a try.<br /><br />The plot revolves around Ryan and Theo Taylor (Colm Feore and David Cubitt) who have finally seen each other after their father has passed away. Ryan and Theo at first argue about who did what. But later, Theo finds out that his brother Ryan is not only gay but he is dying of a terminal illness. So, Ryan and Theo spend their time patching up their differences.<br /><br />This is such a bad film. I have only seen Colm Feore in Season 7 of 24 but he was horrendous in this. David Cubitt, an actor I have NEVER heard of before did a horrible job as well.<br /><br />I wouldn't recommend this even to those who are interested in the Gay and Lesbian genre. This is one movie you want to just miss.<br /><br />I give this film 1 stars out of 10. Horrible film!",ood,counterfactual-imdb,common
127,imdb,counterfactual-imdb,"This movie is completely ridiculous. Not only is the plot atrocious, but the acting is horrendous. The special effects are asinine and the entire movie is set in a post-apocalyptic desert. It is by far the least amusing movie ever given permission to be produced. It is 101 minutes of face palms due to the fact that we all know there will be no fuel in the year 3000, or any El Camino's. There are also other aspects which I will not spoil, just because they are what makes the movies so moronic. I do not recommend this movie, just because of its utter idiocy. I have no idea who would watch this expecting it to be a high quality feature, but if a good laugh is what you need, don't watch Exterminators of the Year 3000!",ood,counterfactual-imdb,common
128,imdb,counterfactual-imdb,"I first saw ""Breaking Glass"" in 1980, and for some reason thought that it would be one of the ""Movie Classics"". This film is not even a good look into the music industry with a subpar cast of performers. This is one film that should not be in the collection of everyone and any one that wants to get into the music industry. I am not waiting for it to be available on DVD.",ood,counterfactual-imdb,common
129,imdb,counterfactual-imdb,"Last November, I had a chance to see this film at the Reno Film Festival. I have to say that it was a waste of time. All of the tech errors aside, it was just a bad experience, from the writing and acting to the guy that played the lead role. There is no heart in this movie, or wit either. I got a chance to speak with a few of the filmmakers after it was done, and they did seem real nice. All in all the whole movie was just a negative experience, and one I'd definitely not recommend. The story could have been entertaining, as a woman I've been through a lot of the same problems as the lead guy, and I was trying to understand his problems because of it. The movie doesn't do a good job of giving us people we can sympathize with. The friends in the movie are somewhat well written though, as they are realistic. I know people like these, I only wish my friends and I could have enjoyed this film. The whole movie is just really dumb. I wish there better films out there like it.- Jayden",ood,counterfactual-imdb,common
130,imdb,counterfactual-imdb,"I saw this film earlier today, and I was amazed at how bad the dialog is for the main characters. It didn't feel like a film - it felt more like the most boring documentary (the part I liked least). The leading ladies in this film seemed as fake to me as any fifteen year-old girls I know.<br /><br />All in all, a very bad film for those who enjoy independent films.",ood,counterfactual-imdb,common
131,imdb,counterfactual-imdb,"Now, many would think to stay away from this movie just because of the title. If you do not have the stomach for gory movies, then what are you doing reading this review? Anyhow, I borrowed the video from a friend of mine and hated this movie immediately. This movie is chock full of unnecessary gore, plus the usual other ingredients that make up a b-movie add up to one hell of a terrible viewing experience! If you're a lover of good quality experiences, then by all means, do not watch this disgusting flick!",ood,counterfactual-imdb,common
132,imdb,counterfactual-imdb,"I find this movie the worst movie I have ever seen, because it doesn't reflect the inner strength of a young girl during the second world war. The movie is unimpressive, not least because it actually happened. It pretends to be the story of Anne Frank.<br /><br />",ood,counterfactual-imdb,common
133,imdb,counterfactual-imdb,"Watching this movie, I can't help drawing the comparison between it and Wild Reeds, another thoughtful film about teenagers coming of age.<br /><br />Like Wild Reeds, this movie is slow and the director would not be hurried. So if you want a quick resolution to things, don't watch it. This movie is like a slice of life, beginning imperfectly and ending imperfectly. There's no resolution to anything, no happily ever after for anybody, just like real life.<br /><br />This movie is as real as it gets. The acting is surprisingly good. The director is fond of long, really long, shots and the actors and actresses excel at showing subtlety and inner thoughts.<br /><br />I love this movie. I almost didn't watch it but now I'm very glad that I did. It's not a movie for everyone but if you're willing to let it grow on you, you will be rewarded.<br /><br />10/10",id,imdb,msp
134,imdb,counterfactual-imdb,"I used to work at the company that originally put out this film, Vestron Pictures. Vestron had the same problem that a lot of small independent film companies had, they didn't have a lot of money to put into the production values of their films. Not that money alone will buy you a good film. Look at Kevin Costner's Waterworld, for instance.<br /><br />Sometimes, if you have a talented person in-house doing the acquisitions or development, you can create your own new talent. But at Vestron, there wasn't such a person and they always skimped in some crucial area. In this case, it was on the director and the writer. Which makes it pretty hard to have a decent movie, even with the great ensemble cast this film has.<br /><br />I think the basic premise of this movie was ""Let's put a bunch of quirky characters in a room and see if anything interesting happens."" It's an intriguing idea, but not worth your time watching.<br /><br />Most Vestron films ended up having a very distinctive look and feel to them. My wife and I developed the ability to spot this quality even in non-Vestron films. Many times, we were even able to spot that quality from watching only the trailer or TV ad. We'd sit there, watching the trailer or ad, and afterwards, we'd turn to each, and almost in sync, we'd say, ""Now that's a Vestron movie!"" This is a Vestron movie.",id,imdb,msp
135,imdb,counterfactual-imdb,"I saw the movie while I was in a class a few years back in high school. I thought it was a thought provoking movie that made you want to look into the power behind riddles. I think the type of people that wouldn't like this movie would be those who don't like solving things, or those who get frustrated when they can't solve riddles. its a good movie, based on a true story that happened in my home town of Toronto, Ontario. so if u want a real record of the things that happen in the alleys there, watch this movie. And for those who only watch movies to point out plot holes and character flaws, realize that in real life, this same stuff does happen. but thats all I want to say on that. The riddles are good, some are hard, some are not. But the movie also leaves you wanting more, more riddles, more explanation, just plainly, more. Something more I want to add, is that the ideas within this movie, the underground riddle world, does exist, but there is a lot more to it. To find it, you can not look for it. To never look for it, would be no way to find it. Leave your mark, and it will find you.",id,imdb,msp
136,imdb,counterfactual-imdb,"Double Shock is one of the many good Columbo episodes which reaches the level of a good movie.<br /><br />It has all the elements we like in the Columbo episodes. We get the laugh when Columbo makes something clumsy, and it happens more than once in Double Shock. I can almost guarantee that you will laugh several times if you decide to watch this episode.<br /><br />We also get the riddle as usual with an almost perfect murder, but something about the murder troubles Columbo. The end is the usual, we get the story about how Columbo solved the mystery.<br /><br />This is another good Columbo-episode, and I will rate it 7/10. It is close to 8/10.<br /><br />""Just one more question"" - The acting? Peter Falk is very good as usual.",id,imdb,msp
137,imdb,counterfactual-imdb,"I like underdogs. So, 12 years after having first seen Star Trek V, and thinking it was bizarrely bad, I gave it a second watch, hoping I would find some redeeming quality which I missed the first time around.<br /><br />I didn't.<br /><br />The writing is half-baked, and although at first the quality of the acting is stable enough to keep the movie on its feet (albeit shakily), the further we get into the plot the sillier it gets. The last quarter of the film is just plain ridiculous. What was even worse, from the original cast's POV, is that this was the first ST movie to be released AFTER the franchise returned to television with Next Generation, and the average episode of Next Generation would put this to shame* - including the special effects! What an embarrassment.<br /><br />The Final Frontier isn't thoroughly wretched - I gave it 4 out of 10 - but it's so far below the standard of its predecessors (yes, including the first one) that the only reason I can think of to watch it is because you'll appreciate the other movies more.<br /><br />* unless it's an episode with Troi's mother in it.",id,imdb,msp
138,imdb,counterfactual-imdb,"This movie was pure genius. John Waters is brilliant. It is hilarious and I am not sick of it even after seeing it about 20 times since I bought it a few months ago. The acting is great, although Ricki Lake could have been better. And Johnny Depp is magnificent. He is such a beautiful man and a very talented actor. And seeing most of Johnny's movies, this is probably my favorite. I give it 9.5/10. Rent it today!",id,imdb,msp
